,timestamp,open,high,low,close,volume,EMA_20,RSI_14,SMA_50
0,1737528960000,0.0995331185039196,0.1002806570241583,0.098944608340725,0.0995576329502452,16229.86560762082,,,
1,1737529020000,0.0995576329502452,0.0999626274439982,0.0992917268548963,0.0998587351953523,6825.310653468984,,,
2,1737529080000,0.0998587351953523,0.0998940876733487,0.0988843519554068,0.0988843519554068,24127.633922534016,,,
3,1737529140000,0.0988843519554068,0.0998725785028108,0.0988751874252071,0.0997655153359861,14276.120971665629,,,
4,1737529200000,0.0997655153359861,0.1024542987432666,0.0992612721904332,0.1006904051556441,14276.120971665629,,,
5,1737529260000,0.1006904051556441,0.1015483116377547,0.1006904051556441,0.100936119278083,10017.269462175374,,,
6,1737529320000,0.100936119278083,0.1012974637942891,0.0999495526164642,0.1004362080612994,13078.162239993026,,,
7,1737529380000,0.1004362080612994,0.1009160149049069,0.0999601051138465,0.1001127818001184,14276.120971665629,,,
8,1737529440000,0.1001127818001184,0.1007418893156976,0.1000382054539329,0.100575338661232,12651.346566527089,,,
9,1737529500000,0.100575338661232,0.100575338661232,0.0994939815614907,0.1004534562264205,17168.330285170534,,,
10,1737529560000,0.1004534562264205,0.100475086556916,0.0995865599091612,0.0995865599091612,16631.88152543901,,,
11,1737529620000,0.0995865599091612,0.0996150738827445,0.0990787829302893,0.0996150738827445,8604.292605765315,,,
12,1737529680000,0.0996150738827445,0.1001763305251508,0.0990887814853696,0.0997696030119444,26303.72297781978,,,
13,1737529740000,0.0997696030119444,0.100186544262527,0.099142316012588,0.099142316012588,14920.42262927957,,,
14,1737529800000,0.099142316012588,0.102497004537048,0.0989687985140135,0.1010705657851032,16900.105905304772,,61.292599764743265,
15,1737529860000,0.1010705657851032,0.1026099694975211,0.1010705657851032,0.1019410689961383,15776.15207735929,,66.81530378288352,
16,1737529920000,0.1019410689961383,0.1025066239980809,0.1015291260515882,0.1019066035279786,27701.57936108493,,66.41128816152221,
17,1737529980000,0.1019066035279786,0.102693291679989,0.1016472599670371,0.1021805367850472,10819.011815752228,,68.06418401435631,
18,1737530040000,0.1021805367850472,0.1025829590780647,0.1018972166024138,0.1018972166024138,4825.21593765012,,64.52735982092177,
19,1737530100000,0.1018972166024138,0.1025559774083559,0.101756905129682,0.1020026409467167,12830.035689775868,0.10051913650398119,65.25093887109979,
20,1737530160000,0.1020026409467167,0.1030243365009802,0.1018186886513272,0.1026899916556784,12780.948538577108,0.10072588461366663,69.60431827903258,
