,timestamp,open,high,low,close,volume,EMA_20,RSI_14,SMA_50
0,1736608200000,5.42413327120231e-06,6.69986886224476e-06,5.42413327120231e-06,6.69986886224476e-06,1322.737100951285,,,
1,1736608260000,6.69986886224476e-06,1.103012706731492e-05,6.69986886224476e-06,1.094064520799158e-05,4718.34565198314,,,
2,1736608320000,1.094064520799158e-05,1.602849030847283e-05,1.094064520799158e-05,1.179060462812303e-05,5389.4706346251005,,,
3,1736608380000,1.179060462812303e-05,2.029549432160973e-05,1.164294743506928e-05,2.029549432160973e-05,7271.21095944554,,,
4,1736608440000,2.029549432160973e-05,2.667267988726007e-05,1.863879620685051e-05,2.433797719566601e-05,5825.4467912482405,,,
5,1736608500000,2.433797719566601e-05,2.489230515305769e-05,1.922425192541192e-05,1.946994810526263e-05,3912.26279655266,,,
6,1736608560000,1.946994810526263e-05,2.912406525915267e-05,1.940714758176841e-05,1.99467915429655e-05,9136.79141687434,,,
7,1736608620000,1.99467915429655e-05,2.857343403509089e-05,1.99467915429655e-05,2.2041815509408e-05,6900.02431867246,,,
8,1736608680000,2.2041815509408e-05,2.821761673184986e-05,2.165304673734383e-05,2.208471756862803e-05,6290.371149567075,,,
9,1736608740000,2.208471756862803e-05,2.391379526708636e-05,1.481666271453773e-05,1.818306500085541e-05,6572.20308001155,,,
10,1736608800000,1.818306500085541e-05,2.07024324417787e-05,9.8233768880569e-06,2.0166866990413547e-05,5181.04431573503,,,
11,1736608860000,2.0166866990413547e-05,2.013468001035718e-05,9.75678110835063e-06,1.956077709974101e-05,7081.27135918542,,,
12,1736608920000,1.956077709974101e-05,2.077468322404885e-05,1.717628451863893e-05,2.038694243786159e-05,5099.06408643093,,,
13,1736608980000,2.038694243786159e-05,3.219482258564897e-05,2.032605690146166e-05,3.218881482652269e-05,5790.71175981078,,,
14,1736609040000,3.218881482652269e-05,3.485221415900003e-05,2.920799061835146e-05,2.920799061835146e-05,2927.00899754181,,72.07079601913644,
15,1736609100000,2.920799061835146e-05,2.929515173238014e-05,2.45899872129167e-05,2.8111045027717e-05,2755.30669766948,,69.42523671984613,
