,timestamp,open,high,low,close,volume,EMA_20,RSI_14,SMA_50
0,1736561760000,2.575133322634548e-05,2.575133322634548e-05,2.369777174578589e-05,2.418896347428328e-05,725.68771820835,,,
1,1736561820000,2.418896347428328e-05,2.530016507159625e-05,2.418896347428328e-05,2.530016507159625e-05,213.25167773145,,,
2,1736561880000,2.530016507159625e-05,2.530016507159625e-05,2.475859892162848e-05,2.475859892162848e-05,2.09995491395,,,
3,1736561940000,2.475859892162848e-05,2.497883388010611e-05,2.475859892162848e-05,2.492565571780961e-05,73.554348779625,,,
4,1736562000000,2.492565571780961e-05,2.492565571780961e-05,2.456585726441157e-05,2.456585726441157e-05,114.04285066445,,,
5,1736562060000,2.456585726441157e-05,2.456585726441157e-05,2.350808108349077e-05,2.350808108349077e-05,265.85116140533995,,,
6,1736562180000,2.350808108349077e-05,2.350808108349077e-05,2.253262308417668e-05,2.253262308417668e-05,48.37528865517,,,
7,1736562300000,2.253262308417668e-05,2.253262308417668e-05,2.240655648936384e-05,2.240655648936384e-05,36.183771163765,,,
8,1736562420000,2.240655648936384e-05,2.240655648936384e-05,2.185400673949396e-05,2.185400673949396e-05,88.63370282418,,,
9,1736562780000,2.185400673949396e-05,2.221792615800727e-05,2.185400673949396e-05,2.221792615800727e-05,139.18927357792,,,
10,1736562840000,2.221792615800727e-05,2.221792615800727e-05,2.140243600992292e-05,2.140243600992292e-05,42.2795299094675,,,
11,1736562900000,2.140243600992292e-05,2.140243600992292e-05,2.075003169600835e-05,2.075003169600835e-05,3.748351552345,,,
12,1736562960000,2.075003169600835e-05,2.075003169600835e-05,2.073724318434042e-05,2.073724318434042e-05,1.254319641905,,,
13,1736563080000,2.073724318434042e-05,2.073724318434042e-05,2.072945037782108e-05,2.072945037782108e-05,4.5871112748,,,
14,1736563200000,2.072945037782108e-05,2.072945037782108e-05,2.064152754630647e-05,2.064152754630647e-05,30.96996541689,,24.037293871015073,
15,1736563260000,2.064152754630647e-05,2.073833333414503e-05,2.064152754630647e-05,2.073833333414503e-05,36.705239728605,,25.179053280172564,
16,1736563560000,2.073833333414503e-05,2.090332573387537e-05,2.073833333414503e-05,2.083166415947925e-05,29.09932704135,,26.32874318076733,
17,1736563680000,2.083166415947925e-05,2.228241941996174e-05,2.083166415947925e-05,2.228241941996174e-05,33.8376025727475,,41.401639546803,
18,1736563740000,2.228241941996174e-05,2.281290366774168e-05,2.228241941996174e-05,2.281290366774168e-05,32.40378399481875,,45.77077076333599,
19,1736563800000,2.281290366774168e-05,2.325874912985837e-05,2.281290366774168e-05,2.325874912985837e-05,16.82145,2.2522159626492348e-05,49.19906338522805,
20,1736563860000,2.325874912985837e-05,2.725786287720445e-05,2.325874912985837e-05,2.609112608345286e-05,35.27142115067625,2.286206119382192e-05,64.53710774391553,
21,1736564160000,2.609112608345286e-05,3.424138674416726e-05,2.609112608345286e-05,2.748000155567622e-05,34.14737104050375,2.3301865037808043e-05,69.413755289216,
22,1736564340000,2.748000155567622e-05,2.754558135172754e-05,2.73620717138817e-05,2.73620717138817e-05,27.14890611072,2.3688551387910297e-05,68.55174819199277,
23,1736564460000,2.73620717138817e-05,2.73620717138817e-05,2.696875239458471e-05,2.696875239458471e-05,34.30225527438188,2.400095148378405e-05,65.62464189497446,
24,1736565120000,2.696875239458471e-05,2.696875239458471e-05,2.621243750268975e-05,2.621243750268975e-05,34.37969739132094,2.4211569199870305e-05,60.29336162770864,
25,1736565300000,2.621243750268975e-05,2.621243750268975e-05,2.577434101348754e-05,2.577434101348754e-05,34.45713950826,2.4360404610690994e-05,57.3852144552757,
26,1736565360000,2.577434101348754e-05,2.585964848414136e-05,2.577434101348754e-05,2.585964848414136e-05,9.2140095,2.4503189741495792e-05,57.81193005110313,
27,1736565480000,2.585964848414136e-05,2.585964848414136e-05,2.513023003659273e-05,2.513023003659273e-05,34.72966751373,2.4562907864838356e-05,52.931410709218454,
28,1736565660000,2.513023003659273e-05,2.513023003659273e-05,2.438042597409013e-05,2.438042597409013e-05,55.91639590852,2.454552863714805e-05,48.407472095575685,
29,1736565840000,2.438042597409013e-05,2.438042597409013e-05,2.37232992765344e-05,2.37232992765344e-05,34.865931516465,2.446722107899437e-05,44.7941202527257,
30,1736565900000,2.37232992765344e-05,2.37232992765344e-05,2.253978647176442e-05,2.253978647176442e-05,34.9340635178325,2.4283655878305803e-05,39.129045614302115,
31,1736566020000,2.253978647176442e-05,2.253978647176442e-05,2.145417977704022e-05,2.145417977704022e-05,35.0021955192,2.4014181963899556e-05,34.783519333357816,
32,1736566080000,2.145417977704022e-05,2.145417977704022e-05,2.13616980749917e-05,2.13616980749917e-05,6.063372943769999,2.3761564450670237e-05,34.43270106369678,
33,1736566320000,2.13616980749917e-05,2.140883477073939e-05,2.13616980749917e-05,2.140883477073939e-05,37.89197520884,2.353749495734349e-05,34.79368373306897,
34,1736566380000,2.140883477073939e-05,2.140883477073939e-05,2.10877679642459e-05,2.10877679642459e-05,81.80172941225,2.330418762466753e-05,33.44308497057693,
35,1736566440000,2.10877679642459e-05,2.10877679642459e-05,2.099922192181156e-05,2.099922192181156e-05,9.65153726153,2.3084667081538393e-05,33.06192047277582,
36,1736566500000,2.099922192181156e-05,2.099922192181156e-05,2.087731751639972e-05,2.087731751639972e-05,12.34755009098,2.2874443313429946e-05,32.51251671196048,
37,1736566680000,2.087731751639972e-05,2.087731751639972e-05,2.054696287141155e-05,2.054696287141155e-05,10.999543676255,2.2652778509428194e-05,31.008706921857097,
38,1736566800000,2.054696287141155e-05,2.054696287141155e-05,2.023258969875e-05,2.023258969875e-05,2.023258969875,2.2422284336982653e-05,29.605368134666104,
39,1736566860000,2.023258969875e-05,2.023258969875e-05,2.022335564335063e-05,2.022335564335063e-05,1.6305726310000002,2.2212862556636746e-05,29.563046762121214,
40,1736567040000,2.022335564335063e-05,2.023036435610371e-05,2.022335564335063e-05,2.023036435610371e-05,4.629986676415,2.2024053204205027e-05,29.645254584239357,
41,1736567760000,2.023036435610371e-05,2.023036435610371e-05,1.953856386966747e-05,1.953856386966747e-05,4.982798955465,2.1787339934249067e-05,26.373319611155633,
42,1736567880000,1.953856386966747e-05,1.953856386966747e-05,1.885499983871286e-05,1.885499983871286e-05,1.425061818455,2.1508069448959904e-05,23.60145919387639,
43,1736568060000,1.885499983871286e-05,1.886384878778579e-05,1.885499983871286e-05,1.886384878778579e-05,5.335611234515,2.1256238909800463e-05,23.713236316789807,
44,1736568540000,1.886384878778579e-05,1.887026642480076e-05,1.886384878778579e-05,1.887026642480076e-05,1.15620035709,2.1029003435038584e-05,23.80031045849665,
45,1736568660000,1.887026642480076e-05,1.887026642480076e-05,1.814522094197903e-05,1.814522094197903e-05,5.15920509499,2.0754357483318627e-05,20.898142855808896,
46,1736568720000,1.814522094197903e-05,1.814522094197903e-05,1.792226264583473e-05,1.792226264583473e-05,3.0603241959500003,2.0484634165463018e-05,20.08699879953154,
47,1736568840000,1.792226264583473e-05,1.792226264583473e-05,1.776420366736674e-05,1.776420366736674e-05,5.2474081647525,2.0225545546596705e-05,19.508898411144944,
48,1736568900000,1.776420366736674e-05,1.776420366736674e-05,1.423766154296062e-05,1.423766154296062e-05,5.29150969963375,1.9655270879583745e-05,11.533374838921077,
49,1736568960000,1.423766154296062e-05,1.423766154296062e-05,1.39154058149911e-05,1.39154058149911e-05,5.269458932193125,1.9108617063908255e-05,11.087318977169597,2.1970000783313733e-05
50,1736569020000,1.39154058149911e-05,1.39154058149911e-05,1.235890255670487e-05,1.235890255670487e-05,5.280484315913437,1.8465787110841268e-05,9.2304196384405,2.173339956496216e-05
51,1736569140000,1.235890255670487e-05,1.235890255670487e-05,1.235091528539258e-05,1.235091528539258e-05,4.941617101399999,1.788341836556044e-05,9.221884421181194,2.147441456923809e-05
52,1736569440000,1.235091528539258e-05,1.235091528539258e-05,1.232243861980405e-05,1.232243861980405e-05,7.987053806225,1.7353801246916974e-05,9.189259532841458,2.1225691363201603e-05
53,1736569560000,1.232243861980405e-05,1.232243861980405e-05,1.228360291700348e-05,1.228360291700348e-05,8.035123365255,1.687092521549664e-05,9.141760375021162,2.0972850307185484e-05
54,1736569680000,1.228360291700348e-05,1.228360291700348e-05,1.221688763735278e-05,1.221688763735278e-05,14.487295156165002,1.64276835413877e-05,9.055167787106775,2.0725870914644305e-05
55,1736569860000,1.221688763735278e-05,1.326957929786569e-05,1.221688763735278e-05,1.326957929786569e-05,8.01108858574,1.6126911708671318e-05,21.663949162702444,2.0521100878931804e-05
56,1736569920000,1.326957929786569e-05,1.438480734626067e-05,1.326957929786569e-05,1.438480734626067e-05,2.7999175000000003,1.596099700748935e-05,32.36260348336259,2.0358144564173482e-05
57,1736570100000,1.438480734626067e-05,1.438480734626067e-05,1.406186578176692e-05,1.406186578176692e-05,8.0231059754975,1.5780127366944358e-05,31.040570994398013,2.0191250750021543e-05
