timestamp,open,high,low,close,volume
1737356160000,59.35319720549481,59.65136545559055,58.69278853974413,59.48595627093801,683496.9823511089
1737356220000,59.48595627093801,59.664928268020525,58.647207873248306,58.692807890275,161712.4309373863
1737356280000,58.692807890275,59.35323434328146,58.5558467676,58.611705588079104,718017.6284464906
1737356340000,58.611705588079104,59.33202450273011,58.54267383706232,58.810552078171,322378.9602364327
1737356400000,58.810552078171,59.02870673878397,58.37282245074365,58.61285719500559,360699.3790859757
1737356460000,58.61285719500559,58.9382224991739,58.39476492742791,58.9382224991739,325360.54536897124
1737356520000,58.9382224991739,58.9382224991739,58.05614534992751,58.26389361142887,448500.8087470376
1737356580000,58.26389361142887,58.434942214257774,56.777916615421105,57.27658721779989,347044.4489603719
1737356640000,57.27658721779989,58.935243606730126,57.27658721779989,58.389276738341245,340216.98389756994
1737356700000,58.389276738341245,58.84379203791363,58.17655945298698,58.19169613598725,333389.51883476804
1737356760000,58.19169613598725,58.371407227747916,57.8407140609642,58.25385271292439,290343.2263949899
1737356820000,58.25385271292439,58.25385271292439,56.87631760522595,56.87631760522595,319405.2008179666
1737356880000,56.87631760522595,58.230533437543706,56.71539867392051,57.575522850503475,336803.25136616896
1737356940000,57.575522850503475,58.14386137277039,57.19148730978879,57.85410345617785,327963.8544113542
1737357000000,57.85410345617785,58.14440553058808,57.40474631209864,57.80390577395929,325251.0221996472
1737357060000,57.80390577395929,57.84411595698952,57.159088268395145,57.697654056944195,322538.18998794025
1737357120000,57.697654056944195,58.16729043806147,57.15404013901364,57.756158355512945,332383.55288876157
1737357180000,57.756158355512945,58.390434847932006,57.503518223655,58.0512768447228,228952.56654848295
1737357240000,58.0512768447228,58.32288948698458,56.73186061234508,57.678847769872384,400677.22337777796
1737357300000,57.678847769872384,58.862047223258415,57.33699116844532,58.54135223912933,434824.05862228613
1737357360000,58.54135223912933,59.918318246620125,58.22981991028587,59.616999709613225,468970.8938667943
1737357420000,59.616999709613225,60.179412206692525,59.476204572789875,59.476204572789875,490366.62356336706
1737357480000,59.476204572789875,60.82965075674229,59.41797639989253,60.68399037225714,514259.8120806701
1737357540000,60.68399037225714,60.813939502575984,59.86381309340657,60.59602295124896,514285.2240850242
1737357600000,60.59602295124896,61.0568341944575,60.0292726765287,60.94528953753534,473545.5398509822
1737357660000,60.94528953753534,61.86746216731042,60.62821503069295,61.794423341483785,390673.3943752706
1737357720000,61.794423341483785,62.19463004625025,61.163452917523415,61.606379614396594,423507.74174879503
1737357780000,61.606379614396594,61.69671845233304,60.54186635614688,60.54186635614688,478120.1858351701
1737357840000,60.54186635614688,60.99148685686804,59.960616717335725,60.00862928900668,368428.6850340939
1737357900000,60.00862928900668,60.512397102461776,60.00862928900668,60.04810088811617,130474.35068000773
1737357960000,60.04810088811617,60.519224528184296,59.85510800628726,60.091971503428205,567965.8912573665
1737358020000,60.091971503428205,60.40412490422655,59.824475317382976,60.338135350377776,109058.30703848528
1737358080000,60.338135350377776,60.800672042250824,60.03962382681815,60.800672042250824,607287.7459709365
1737358140000,60.800672042250824,60.89320681250663,60.311479645670524,60.31159906221488,207228.54882254556
1737358200000,60.31159906221488,60.81183039082542,60.272359772426185,60.57237074549524,56091.67748124092
1737358260000,60.57237074549524,61.06093098531427,60.38158659421764,60.99741194440092,294095.620412387
1737358320000,60.99741194440092,61.30411082152584,60.785843742296834,60.9826504069618,211344.766018847
1737358380000,60.9826504069618,61.77213763394449,60.95874317265322,61.24579266308573,200995.82100032156
1737358440000,61.24579266308573,61.57307342849256,60.93210813400918,61.541755565119445,304818.74304167554
1737358500000,61.541755565119445,61.76447116243381,60.82483414442036,61.1576847760056,279707.26221378293
1737358560000,61.1576847760056,61.458777294927565,60.82017310677404,61.012578538408434,345090.48033398774
1737358620000,61.012578538408434,61.034521975403536,59.76735310203334,60.05900196948877,566626.5071088821
1737358680000,60.05900196948877,60.05900196948877,59.6021313233967,59.73024772623215,96984.86245852824
1737358740000,59.73024772623215,60.286059999452185,59.62669560193527,60.14185552196143,288408.5398217796
1737358800000,60.14185552196143,60.14185552196143,59.633284492535225,59.77900830318653,110841.8791203429
1737358860000,59.77900830318653,60.263109140760974,59.77900830318653,60.25381205786989,89650.24516039353
1737358920000,60.25381205786989,60.35184660097824,59.71153676269728,59.71153676269728,35683.20900707118
1737358980000,59.71153676269728,59.94934170736529,59.27753106942873,59.726370936679864,176587.40221495862
1737359040000,59.726370936679864,59.922693826378016,59.154132261586554,59.450584444779494,201198.35266634647
1737359100000,59.450584444779494,59.46221636346627,58.94810464953927,59.12337169915,257281.1041864978
1737359160000,59.12337169915,59.835182468366035,59.12337169915,59.53626279593857,79554.92758391378
1737359220000,59.53626279593857,59.824211587825445,59.44323903506272,59.44323903506272,50405.858512009494
1737359280000,59.44323903506272,59.75792281641361,59.21724274383111,59.45311577819546,285787.080549775
1737359340000,59.45311577819546,59.45311577819546,58.6814960441204,58.689239723588734,281005.1032089999
1737359400000,58.689239723588734,59.15976555467872,58.68379943881183,58.85391773235292,115337.81181861211
1737359460000,58.85391773235292,59.14198507800136,58.42540864773247,58.47543009122744,255458.25615731935
1737359520000,58.47543009122744,58.83661414226751,58.44091653712697,58.80292285512825,28229.454830270653
1737359580000,58.80292285512825,58.83805233571553,58.43159026332505,58.774977168922454,179692.02452503145
1737359640000,58.774977168922454,59.65012872579592,58.64622343297928,59.30316082851573,434314.6141202404
1737359700000,59.30316082851573,59.919881798594474,59.11590943067177,59.59080884994777,262897.7407396401
1737359760000,59.59080884994777,59.84976367963933,59.33737538565157,59.528682284798535,285769.8923182345
1737359820000,59.528682284798535,60.10811373845945,59.528682284798535,60.10811373845945,160417.677864046
1737359880000,60.10811373845945,60.12504583322339,59.54741758831036,59.54741758831036,67695.92147566612
1737359940000,59.54741758831036,59.628083510094164,59.05952920744462,59.103894472581224,435243.27369378717
1737360000000,59.103894472581224,59.5198997267191,58.814383720216796,58.814383720216796,346679.18048220925
1737360060000,58.814383720216796,59.11645988645662,58.57263206508138,58.63249034252952,242136.28899559742
1737360120000,58.63249034252952,58.95779063342242,58.04999302790298,58.49460946803895,269059.48599062243
1737360180000,58.49460946803895,58.50265767802393,57.99269699421775,58.19117693065808,120082.2550141257
1737360240000,58.19117693065808,58.40087358523498,58.08365979211572,58.38091669877924,26359.01018071941
1737360300000,58.38091669877924,58.57979199195843,58.08467265159945,58.53184011221496,281245.4930768425
1737360360000,58.53184011221496,58.698883547122584,58.03145891008123,58.63275749145844,421688.2710712787
1737360420000,58.63275749145844,58.632951484720515,57.885747089838354,58.06778552356341,320256.78959261207
1737360480000,58.06778552356341,58.368256798930005,57.583358097038435,57.87357969165901,143634.82979104322
1737360540000,57.87357969165901,58.157867352792984,57.621908527679004,57.86929531125168,617398.9918196454
1737360600000,57.86929531125168,58.554794088978355,57.86929531125168,58.55307412888471,131153.4673012927
1737360660000,58.55307412888471,58.69158527291857,58.14148101008287,58.14148101008287,304177.0485557435
1737360720000,58.14148101008287,58.75048829871561,58.12832701991308,58.487559033576474,37509.319550611064
1737360780000,58.487559033576474,58.80358200776919,58.397753766368396,58.66827053456594,72436.86122131781
1737360840000,58.66827053456594,58.948510819217255,58.375266658263456,58.948510819217255,20298.50983198115
1737360900000,58.948510819217255,58.948510819217255,58.30225646776498,58.79092181492833,115558.84054835765
1737360960000,58.79092181492833,59.11357016445697,58.49744463093334,58.81890691887808,99964.2137954226
1737361020000,58.81890691887808,59.11832907083522,58.30121340886551,58.30157967369867,140380.26774387277
1737361080000,58.30157967369867,58.6776926082724,58.273277670983234,58.36368543189266,56631.25167373055
